error,delta_error,delta_pwm
1.4781,0.6938,-1010
1.4781,0.2775,-1010
1.4881,0.2387,-1017
1.8381,4.6607,-1690
2.1781,6.2047,-2395
2.5281,6.9500,-2973
2.5281,2.7800,-1400
2.5281,1.1120,-1400
2.5181,0.3144,-1400
2.5081,-0.0019,-1399
2.5081,-0.0008,-1400
2.6181,1.0473,-1400
2.7381,1.9508,-1400
2.8581,2.3456,-1400
2.8581,0.9382,-1400
2.8581,0.3753,-1400
2.8481,0.0549,-1400
2.8481,0.0220,-1400
2.8481,0.0088,-1400
2.8481,0.0035,-1400
2.7381,-1.4029,-316
2.6281,-1.6088,0
2.4081,-3.4520,0
2.2881,-2.9460,0
2.1781,-2.5827,0
2.1781,-1.0331,-929
1.9481,-2.6037,126
1.8281,-2.5734,365
1.7081,-2.5946,548
1.7081,-1.0378,-358
1.5881,-1.9470,692
1.3781,-2.7788,878
1.2681,-2.5158,950
1.1681,-2.3107,1005
1.1681,-0.9243,-48
1.2057,0.1103,-822
1.2561,0.5241,-856
1.2937,0.6896,-882
1.3305,0.7559,-908
1.3681,0.7823,-934
1.2957,-0.6113,-289
1.2261,-0.9074,-79
1.2637,0.1170,-861
1.2005,-0.7775,-140
1.1381,-1.1076,100
1.1757,0.0370,-803
1.2261,0.4948,-836
1.2637,0.6779,-861
1.0805,-2.1184,1047
1.1181,-0.3674,-387
1.1557,0.3331,-790
1.2061,0.6132,-823
1.2437,0.7253,-848
1.3905,2.2049,-1400
1.2993,-0.2832,-562
1.4093,1.2910,-1156
1.4093,0.5164,-962
1.6193,2.8874,-1400
1.6193,1.1550,-1071
1.6193,0.4620,-1111
1.7293,1.5890,-1400
1.9493,2.7309,-1400
2.1693,3.9009,-1400
2.2793,2.9951,-1400
2.2793,1.1980,-1400
2.1693,-0.9250,-1015
2.0593,-1.4176,-275
2.0593,-0.5671,-1181
2.0593,-0.2268,-1305
2.0593,-0.0907,-1361
1.9493,-1.4405,-69
1.9493,-0.5762,-1054
1.9493,-0.2305,-1168
1.8493,-1.3965,25
1.8493,-0.5586,-842
1.7393,-1.6277,505
1.7393,-0.6511,-613
1.7393,-0.2604,-853
1.8493,1.3306,-1266
1.9493,1.8088,-1400
2.0593,2.1278,-1400
2.1693,1.8987,-1400
2.2793,2.1637,-1400
2.2793,0.8655,-1400
2.2893,0.4739,-1400
2.2893,0.1895,-1400
2.2893,0.0758,-1400
2.2793,-0.0973,-1360
2.2793,-0.0389,-1384
2.2793,-0.0156,-1394
2.2793,-0.0062,-1397
1.9493,-3.1453,124
1.6193,-5.4709,809
1.2993,-6.3623,1094
1.3093,-2.4173,925
1.5293,1.8416,-1400
1.7393,2.7366,-1400
1.9493,3.7755,-1400
1.9493,1.5102,-1400
1.8393,-0.8002,-769
1.7293,-1.7243,519
1.6193,-1.7373,658
1.7293,0.7093,-1192
1.7293,0.2837,-1192
1.7293,0.1135,-1192
1.7393,0.1731,-1199
1.8493,1.1168,-1248
1.6393,-2.2341,635
1.2993,-5.3284,932
1.3993,-0.8548,-183
1.8293,5.1475,-1865
2.0493,4.1542,-1469
2.0493,1.6617,-1400
2.0593,0.7951,-1400
2.1693,1.7223,-1400
1.9493,-2.1196,124
1.7293,-2.9431,519
1.4093,-5.2623,855
1.1993,-4.8441,989
0.9893,-4.6185,1087
0.9893,-1.8474,1087
1.1993,1.2610,-1131
1.4093,3.1853,-1400
1.7293,5.4480,-1973
1.7293,2.1792,-1400
1.6293,-0.4049,-635
1.4193,-2.1620,847
1.3193,-2.1414,919
1.3193,-0.8566,-146
1.3193,-0.3426,-517
1.2093,-1.5413,983
1.0893,-1.7594,1043
0.8693,-3.5123,1134
0.8593,-1.5353,1097
0.8693,-0.4865,-168
0.9793,1.2097,-1076
0.9793,0.4839,-679
1.0893,1.5978,-1400
1.0893,0.6391,-747
1.0893,0.2556,-747
0.9693,-1.4297,846
0.8693,-1.5242,1092
0.6493,-3.4182,1209
0.4393,-4.1064,1273
0.2093,-4.5787,1334
-0.1107,-5.9166,1476
-0.4307,-5.4143,1644
-0.6507,-4.9742,1707
-0.7607,-3.4245,1400
-0.9807,-4.1783,1479
-1.0907,-3.0756,1400
-1.0907,-1.2302,1098
-0.9807,0.9122,-29
-0.8707,1.7996,-1120
-0.7507,2.2518,-1176
-0.5407,3.5816,-1243
-0.4307,2.4802,-1271
-0.3307,2.2687,-1295
-0.4407,-0.5273,463
-0.5507,-1.6152,1400
-0.9807,-6.1354,1908
-1.3107,-5.5970,2089
-1.6307,-6.3239,2419
-1.4107,0.3400,571
-1.0907,4.2211,-1042
-0.7507,6.0289,-1115
-0.6507,3.3639,-1209
-0.5407,2.7498,-1243
-0.3207,3.9695,-1307
-0.1107,4.2686,-1366
-0.0007,3.1117,-1400
-0.0007,1.2447,-1112
-0.0007,0.4979,-439
-0.0007,0.1991,-196
-0.0007,0.0797,-83
0.1093,1.4361,-1326
0.2193,1.6221,-1400
0.4393,3.4573,-1400
0.5593,2.9482,-1400
0.6593,2.4559,-1400
0.6593,0.9823,-845
0.6593,0.3929,-485
0.6593,0.1572,-485
0.6593,0.0629,-485
0.6493,-0.1025,-369
0.6493,-0.0410,-434
0.6493,-0.0164,-461
0.6493,-0.0066,-472
0.7493,1.3017,-1175
0.9693,3.3292,-1400
1.1793,3.3317,-1400
1.2993,2.8646,-1400
1.2993,1.1458,-1010
1.4093,1.8931,-1400
1.1993,-1.9236,989
1.1993,-0.7694,-144
1.0893,-1.3554,624
1.2993,2.1387,-1400
1.1993,-0.4489,-362
1.1993,-0.1795,-609
1.1993,-0.0718,-729
1.3093,1.0189,-911
1.4193,1.8118,-1400
1.5293,2.1595,-1400
1.6393,2.2681,-1400
1.8493,3.5881,-1400
2.0593,3.4352,-1400
2.2793,4.1826,-1476
2.2793,1.6730,-1400
2.3793,1.9458,-1400
2.3793,0.7783,-1400
2.4893,1.3589,-1400
2.4893,0.5436,-1400
2.5993,1.6522,-1400
2.5993,0.6609,-1400
2.5993,0.2644,-1400
2.3793,-1.9895,0
2.1693,-3.4766,0
1.9493,-4.2602,235
1.8393,-3.1083,346
1.7293,-2.6476,519
1.5193,-3.0590,761
1.4193,-2.5002,847
1.3193,-2.3044,919
1.4193,0.3548,-969
1.4193,0.1419,-969
1.2993,-1.0861,59
0.9793,-4.5195,1091
0.7593,-4.6774,1173
0.6593,-3.1475,1206
0.6593,-1.2590,450
0.6493,-0.5988,19
0.6493,-0.2395,-240
0.6493,-0.0958,-376
0.4393,-2.7192,1273
0.2282,-3.7817,1334
0.3382,-0.4651,126
0.5582,2.6225,-1400
0.7782,3.9186,-1400
0.6682,0.1632,-491
0.6682,0.0653,-491
0.5682,-0.9263,273
0.4582,-1.7748,1237
0.3482,-2.1447,1286
0.3482,-0.8579,391
0.4482,0.9334,-798
0.5582,1.4210,-1308
0.6582,1.8450,-1400
0.6582,0.7380,-629
0.5482,-1.1091,413
0.4482,-1.7202,1237
0.3482,-1.6405,1267
0.3382,-0.7838,347
0.3382,-0.3135,14
0.5482,2.5554,-1400
0.6582,2.4264,-1400
0.7782,2.1134,-1400
0.6682,-0.5589,-16
0.6682,-0.2236,-265
0.6682,-0.0894,-394
0.6682,-0.0358,-451
0.6582,-0.1095,-367
0.9782,4.0413,-1419
1.3082,5.9209,-2099
1.5282,5.1769,-1923
1.5282,2.0707,-1400
1.5282,0.8283,-1045
1.6382,1.7356,-1400
1.7482,2.1290,-1400
1.8582,2.2559,-1400
1.9582,1.8547,-1400
1.9582,0.7419,-1367
1.9582,0.2968,-1367
1.9582,0.1187,-1367
2.0682,1.4517,-1400
2.2882,3.3892,-1400
2.6182,4.4985,-1585
2.8482,4.7356,-1666
2.9482,3.1986,-1400
2.9582,1.4071,-1400
2.9682,0.6905,-1400
2.9682,0.2762,-1400
2.9682,0.1105,-1400
2.9682,0.0442,-1400
2.9682,0.0177,-1400
2.9682,0.0071,-1400
2.8482,-1.1400,-812
2.7282,-1.9879,0
2.4982,-3.7952,0
2.3882,-2.9223,0
2.2882,-2.4455,0
2.2882,-0.9782,-975
2.2882,-0.3913,-1252
2.2882,-0.1565,-1337
2.1782,-1.4669,-120
2.0682,-1.9910,0
1.9682,-1.7488,79
1.9582,-0.8272,-984
1.8582,-1.6352,311
1.7482,-2.0583,492
1.6382,-2.2276,636
1.6282,-0.9863,-307
1.5282,-1.6711,752
1.4282,-1.9728,840
1.3282,-2.0657,913
1.3182,-0.9215,-110
1.2082,-1.7729,984
1.1982,-0.8368,-105
1.3082,1.1001,-963
1.4182,1.8443,-1400
1.3082,-0.6665,-257
1.1982,-1.3142,511
1.0882,-1.9299,1044
0.8682,-3.6415,1134
0.5482,-5.5417,1184
0.3382,-4.2167,1301
0.3382,-1.6867,1273
0.3382,-0.6747,272
0.3382,-0.2699,-21
0.2282,-1.5122,1305
0.1182,-1.6525,1353
0.1082,-0.7887,556
0.2182,1.0888,-952
0.3282,1.8703,-1400
0.4382,2.1524,-1400
0.5482,2.2652,-1400
0.6582,1.9537,-1400
0.6582,0.7815,-665
0.5482,-1.1222,423
0.4482,-1.7255,1238
0.3382,-2.0944,1288
0.3282,-0.9330,462
0.3282,-0.3732,66
0.2282,-1.4536,1125
0.1282,-1.8580,1352
0.0182,-2.1475,1394
0.0082,-0.9542,808
-0.2118,-3.1902,1400
-0.4218,-4.0152,1406
-0.6318,-4.2869,1507
-0.6318,-1.7148,1400
-0.6318,-0.6859,587
-0.4218,2.4065,-1272
-0.2118,3.7017,-1339
0.0082,4.2892,-1404
0.1082,2.9923,-1400
0.2282,2.3398,-1400
0.3382,2.3402,-1400
0.3382,0.9361,-801
0.3382,0.3744,-343
0.3282,0.0221,-270
0.2282,-0.9435,561
0.2282,-0.3774,144
0.3382,1.2838,-1155
0.4482,1.9178,-1400
0.6582,3.4480,-1400
0.7682,2.4268,-1400
0.9782,3.6516,-1400
0.9782,1.4606,-1354
0.9782,0.5843,-678
0.9782,0.2337,-678
1.3082,3.2363,-1400
1.1982,-0.1097,-685
1.0882,-1.4787,965
0.6582,-6.0808,1148
0.9782,1.6528,-1400
1.1982,2.7563,-1400
1.4182,3.9110,-1400
1.4082,1.4340,-1314
1.4082,0.5736,-961
1.4082,0.2294,-961
1.3082,-0.8606,-139
1.4082,0.9324,-961
1.4082,0.3729,-961
1.5182,1.5534,-1400
1.5282,0.7490,-1045
1.6282,1.2520,-1121
1.5282,-0.7758,-291
1.5282,-0.3103,-669
1.5182,-0.2518,-724
1.6182,1.1759,-1074
1.6182,0.4704,-1110
1.6282,0.3158,-1117
1.6282,0.1263,-1117
1.8482,2.8590,-1400
2.0682,3.9521,-1400
2.2882,3.6761,-1400
2.2882,1.4704,-1400
2.2882,0.5882,-1400
2.0682,-2.5732,0
1.7482,-5.1144,690
1.4182,-5.1886,848
1.3082,-3.4797,926
1.5282,1.4777,-1372
1.8482,4.6762,-1695
2.1782,6.0832,-2316
2.2882,3.4809,-1400
2.2882,1.3924,-1400
2.2882,0.5569,-1400
2.2882,0.2228,-1400
2.2882,0.0891,-1400
2.2882,0.0356,-1400
2.1782,-1.3900,-351
2.0582,-2.1212,0
1.9482,-2.2527,126
1.8382,-2.3054,347
1.7382,-1.8745,506
1.6282,-2.1541,647
1.6282,-0.8616,-401
1.6382,-0.2170,-839
1.6482,0.0084,-1132
1.6482,0.0034,-1132
1.6482,0.0014,-1132
1.5282,-1.5647,752
1.4182,-2.0301,848
1.4182,-0.8121,-216
1.5282,0.7228,-1045
1.6282,1.5657,-1400
1.6382,0.7567,-1125
1.6382,0.3027,-1125
1.6382,0.1211,-1125
1.6282,-0.0468,-1050
1.6282,-0.0187,-1090
1.6282,-0.0075,-1106
1.5282,-1.2796,210
1.4182,-1.9161,848
1.3082,-1.8141,926
1.0982,-3.4065,1039
0.8782,-4.2322,1131
0.6682,-4.3737,1203
0.6682,-1.7495,1172
0.3482,-3.7474,1300
0.5682,1.3095,-1184
0.8882,4.6977,-1674
1.4282,8.7727,-2210
1.1706,0.2206,-799
1.0102,-1.4394,865
0.9726,-1.0558,110
0.9358,-0.9023,45
0.8982,-0.8409,30
0.8606,-0.8164,35
1.0202,1.1935,-1059
0.9826,-0.0026,-678
1.0558,0.9537,-817
1.3382,3.9866,-1400
1.4106,2.5189,-1400
1.3602,0.5276,-928
1.3326,-0.1413,-733
1.5158,2.3330,-1400
1.6982,3.2617,-1400
1.7706,2.2289,-1400
1.8202,1.3640,-1245
2.0026,2.8741,-1400
2.0858,2.2349,-1400
2.1682,1.9459,-1400
2.2406,1.7026,-1400
2.3002,1.2487,-1400
2.4826,2.8280,-1400
2.5658,2.2164,-1400
2.6382,1.8108,-1400
2.6006,0.2443,-1400
2.5502,-0.3823,-1263
2.4026,-2.0372,0
2.2558,-2.7296,0
2.1182,-2.8485,0
2.1806,-0.3428,-1265
2.2402,0.4305,-1400
2.3126,1.0965,-1400
2.1658,-1.4762,-88
2.0182,-2.4747,0
1.8706,-2.8741,288
1.8202,-1.6297,379
1.7826,-1.1319,-357
2.1958,4.9368,-1757
2.6082,7.2394,-3028
2.9106,6.7562,-2806
2.8602,2.2225,-1400
2.7226,-0.8676,-1053
2.6758,-0.9575,-991
2.5282,-2.2672,0
2.4806,-1.5146,0
2.4302,-1.0858,-876
2.3926,-0.9143,-1022
2.3558,-0.8457,-1066
2.3182,-0.8183,-1082
2.0606,-3.6158,0
1.7902,-4.0216,428
1.5226,-5.0248,758
1.2558,-5.4899,957
0.9982,-5.4845,1056
0.6106,-7.1419,1400
0.3302,-5.5272,1264
0.0626,-5.6271,1371
-0.0742,-4.0352,1413
-0.2218,-3.4983,1400
-0.3694,-3.2836,1400
-0.5298,-2.8411,1400
-0.5674,-1.6164,1400
-0.7142,-2.5614,1400
-0.7518,-1.5045,1400
-0.7894,-1.0818,945
-0.7298,0.1349,384
-0.7674,-0.4260,551
-0.6942,0.7844,-106
-0.5118,2.6423,-1252
-0.2094,4.9173,-1329
0.1902,5.7726,-1535
0.4926,6.1695,-1682
0.7042,5.2278,-1753
0.8242,3.6230,-1400
0.9442,2.9811,-1400
1.2842,4.4305,-1632
1.5042,4.5807,-1694
1.7242,4.7019,-1718
1.7342,2.0084,-1400
1.7342,0.8034,-1196
1.7342,0.3213,-1196
1.9542,2.9370,-1400
2.1842,4.1748,-1475
2.5142,5.8827,-2194
2.5142,2.3531,-1400
2.5142,0.9412,-1400
2.4042,-1.0278,-934
2.1742,-3.4111,0
1.8342,-5.7049,883
1.6042,-5.2181,748
1.5042,-3.0396,775
1.5042,-1.2159,127
1.2742,-3.4863,947
1.0442,-4.3307,1064
0.5942,-7.4770,1400
0.2642,-6.1336,1290
0.0342,-5.3896,1386
0.0242,-2.2863,1392
0.0142,-1.0422,887
0.0142,-0.4169,363
0.0142,-0.1667,154
0.2542,2.9971,-1400
0.4842,4.1989,-1472
0.7242,4.7434,-1671
0.7242,1.8973,-1400
0.8342,1.8066,-1400
0.9442,2.1269,-1400
1.0442,2.1551,-1400
0.9442,-0.4146,-259
0.8342,-1.5701,1108
0.7242,-1.6757,1149
0.9442,2.1383,-1400
1.1642,3.7249,-1400
1.3942,4.4261,-1634
1.3942,1.7704,-1400
1.3942,0.7082,-952
1.5142,1.8152,-1400
1.5142,0.7261,-1035
1.5142,0.2904,-1035
1.6142,1.3928,-1276
1.8342,2.6523,-1400
2.0642,3.9971,-1400
2.1742,3.0336,-1400
2.3942,4.0220,-1409
2.7342,5.9492,-2233
2.9542,4.4749,-1570
3.0742,3.3219,-1400
3.1842,2.7635,-1400
3.1842,1.1054,-1400
3.1842,0.4422,-1400
2.9642,-2.6316,0
2.8542,-2.4569,0
2.7442,-2.4175,0
3.0742,3.2457,-1400
3.4042,5.5111,-1996
3.7442,5.4425,-1963
3.6342,0.7728,-1400
3.5242,-1.1257,-830
3.4142,-1.8545,0
3.4142,-0.7418,-1123
3.4142,-0.2967,-1301
3.4142,-0.1187,-1360
3.4142,-0.0475,-1384
3.4142,-0.0190,-1393
3.4142,-0.0076,-1397
3.4142,-0.0030,-1399
3.4142,-0.0012,-1400
3.4142,-0.0005,-1400
3.4142,-0.0002,-1400
3.3042,-1.4043,-312
3.1842,-1.7046,0
2.9542,-3.6180,0
2.8442,-2.8820,0
2.8442,-1.1528,-795
2.8542,-0.3335,-1285
2.7442,-1.1810,-756
2.5242,-3.2809,0
2.4242,-2.6167,0
2.4142,-1.1743,-766
2.4042,-0.5974,-1190
2.3942,-0.3342,-1275
2.3942,-0.1337,-1348
2.1642,-3.0535,0
1.9442,-4.0299,135
1.7242,-4.4205,526
1.6242,-2.7206,652
1.3942,-4.0244,866
1.1642,-4.6098,1007
0.9442,-4.6524,1105
0.7142,-4.7971,1186
0.3742,-5.1569,1268
0.0342,-6.4032,1386
-0.1958,-5.5613,1524
-0.3158,-3.7564,1400
-0.3158,-1.5026,1400
-0.4258,-1.6486,1400
-0.5358,-2.0637,1400
-0.6458,-2.2603,1400
-0.8658,-3.7126,1400
-1.0758,-4.1659,1479
-1.2958,-3.7616,1400
-1.4058,-2.9089,1400
-1.5058,-2.4679,1400
-1.5058,-0.9872,1007
-1.2958,2.2860,-934
-1.1958,1.8668,-991
-1.1858,0.8744,80
-1.1858,0.3497,438
-1.0758,1.5442,-1040
-0.9758,1.8943,-1093
-0.8658,1.8053,-1122
-0.7558,2.1264,-1172
-0.6458,2.2853,-1207
-0.5358,2.3184,-1238
-0.3158,3.7359,-1309
-0.0858,3.6848,-1375
0.2642,5.9420,-1572
0.4842,5.2464,-1655
0.7042,4.9071,-1724
0.8618,3.9747,-1400
1.0222,3.1175,-1400
1.3998,6.0674,-2182
1.6566,5.7765,-2134
2.1442,8.5353,-3004
2.4118,6.8303,-2868
2.6922,5.4026,-1945
2.8398,4.0453,-1417
2.9866,3.5329,-1400
3.1342,3.2974,-1400
3.1818,1.9266,-1400
3.2322,1.2507,-1400
3.2698,0.9803,-1400
3.1966,-0.5627,-1204
3.1142,-1.2770,-601
3.0418,-1.4350,-223
3.0922,-0.0940,-1367
3.1298,0.4424,-1400
3.1666,0.6570,-1400
3.3142,2.1470,-1400
3.5818,4.2750,-1498
3.7422,3.2376,-1400
3.6598,0.2431,-1400
3.3566,-3.8575,0
3.1642,-3.9992,0
3.1018,-2.3963,0
3.2622,0.5691,-1400
3.4098,2.1119,-1400
3.5666,2.8900,-1400
3.6042,1.6360,-1400
3.6418,1.1344,-1400
3.4622,-1.2567,-637
3.2698,-2.9589,0
3.0766,-3.7035,0
3.2242,0.4028,-1400
3.3718,2.0454,-1400
3.5322,2.3458,-1400
3.5698,1.4183,-1400
3.4966,-0.3875,-1270
3.3142,-2.4835,0
3.0346,-3.6563,0
2.8522,-3.7910,0
2.6598,-3.9726,0
2.4766,-3.9786,0
2.2842,-4.0476,44
2.2218,-2.4156,0
2.2722,-0.4863,-1219
2.3098,0.2855,-1400
2.3466,0.5942,-1400
2.1542,-2.2185,0
1.8418,-4.8755,591
1.5522,-4.7083,729
1.4798,-2.8076,796
1.4066,-2.0778,857
1.2342,-3.0320,970
1.0518,-3.5413,1060
0.8822,-3.0318,1129
0.9198,-0.7327,-39
0.9566,0.1869,-665
1.1042,1.9590,-1400
1.0318,-0.1406,-552
1.3022,2.5190,-1400
1.5598,4.2961,-1555
1.9166,6.3724,-2510
1.9542,3.0289,-1400
1.9918,1.6916,-1400
2.0422,1.1566,-1400
2.0798,0.9427,-1400
2.1166,0.8571,-1400
2.1542,0.8228,-1400
2.1691,0.4705,-1400
2.1691,0.1882,-1400
2.1791,0.2029,-1400
2.0691,-1.3536,-441
1.8491,-3.3500,328
1.6291,-3.4352,646
1.5191,-2.7783,761
1.5091,-1.2390,159
1.4991,-0.6260,-379
1.3991,-1.5270,863
1.1891,-2.6108,994
0.9791,-3.7252,1091
0.8791,-2.7667,1130
0.9791,0.1977,-679
0.9791,0.0791,-679
1.0891,1.4359,-1325
1.4191,3.7172,-1400
1.8491,6.9762,-2738
1.6191,-0.2095,-835
1.2991,-4.1689,932
0.7491,-8.6888,1400
0.7491,-3.4755,1177
0.7491,-1.3902,778
1.0791,3.7483,-1400
1.4091,5.7121,-2114
1.6291,4.3801,-1590
1.7391,3.1563,-1400
1.8491,2.6668,-1400
1.8491,1.0667,-1242
1.8391,0.2990,-1275
1.8391,0.1196,-1275
1.8391,0.0478,-1275
1.7291,-1.3851,194
1.7291,-0.5540,-613
1.5091,-3.0301,770
1.4091,-2.4886,855
1.1891,-3.0907,994
1.1891,-1.2363,342
1.1891,-0.4945,-322
1.1891,-0.1978,-584
1.1891,-0.0791,-714
1.2891,0.9207,-879
1.3891,1.6449,-1400
1.4991,2.0927,-1400
1.5091,0.9648,-1019
1.7391,2.5764,-1400
1.7491,1.1582,-1167
1.9591,3.1441,-1400
1.9591,1.2577,-1360
2.2791,4.5882,-1631
2.2791,1.8353,-1400
2.3791,1.6865,-1400
2.3791,0.6746,-1400
2.4891,1.7046,-1400
2.4891,0.6818,-1400
2.6091,1.8047,-1400
2.7291,1.8647,-1400
2.9591,3.6821,-1400
2.9591,1.4728,-1400
2.8391,-0.9428,-1002
2.6091,-3.3133,0
2.4891,-2.4682,0
2.4891,-0.9873,-968
2.6091,1.1703,-1400
2.7291,2.0000,-1400
2.8491,2.3319,-1400
2.9691,2.0756,-1400
3.0791,2.2345,-1400
3.1991,2.4590,-1400
3.1991,0.9836,-1400
2.8491,-4.0746,61
2.5091,-4.8680,520
2.0591,-7.6919,1400
1.9591,-4.3811,320
1.8591,-3.0290,310
1.8591,-1.2116,-378
1.8591,-0.4846,-881
1.9591,1.0827,-1355
2.0591,1.7374,-1400
2.1691,2.0992,-1400
2.1691,0.8397,-1400
2.1691,0.3359,-1400
2.0591,-1.2699,-614
1.9591,-1.8123,101
1.7391,-3.5334,505
1.6291,-2.4610,646
1.5091,-2.5163,770
1.5091,-1.0065,-151
1.5091,-0.4026,-569
1.5091,-0.1610,-822
1.4091,-1.3410,438
1.3091,-1.4888,891
1.2091,-1.8721,983
1.1991,-0.8793,-83
1.1991,-0.3517,-443
1.1991,-0.1407,-651
1.2091,0.0390,-825
1.2091,0.0156,-825
1.2091,0.0062,-825
0.9791,-2.9337,1091
0.6491,-4.3163,1209
0.3191,-5.9393,1260
0.2091,-3.7800,1339
0.1091,-2.8163,1367
0.0091,-2.4031,1397
0.4291,4.4004,-1543
0.9691,6.9030,-1857
1.2891,6.8463,-2082
1.0691,-0.1310,-584
0.8591,-2.7333,1138
0.8591,-1.0933,195
0.8691,-0.3097,-303
0.9791,1.2804,-1152
1.0891,1.9469,-1400
1.1891,2.0554,-1400
1.1891,0.8221,-811
1.1891,0.3289,-811
1.1891,0.1315,-811
1.1891,0.0526,-811
1.1891,0.0210,-811
1.1891,0.0084,-811
1.1891,0.0034,-811
1.1891,0.0013,-811
1.2991,1.4353,-1316
1.3991,1.8507,-1400
1.4991,1.6927,-1400
1.4991,0.6771,-1025
1.4991,0.2708,-1025
1.5091,0.2388,-1032
1.5091,0.0955,-1032
1.5467,0.5182,-1058
1.5971,0.6873,-1095
1.6347,0.7549,-1122
1.7815,2.2167,-1400
2.0291,4.0476,-1422
2.2867,4.9075,-1740
2.4061,3.1007,-1400
2.4161,1.3679,-1400
2.4161,0.5472,-1400
2.4161,0.2189,-1400
2.3061,-1.3167,-523
2.3061,-0.5267,-1207
2.3061,-0.2107,-1317
2.7461,5.6549,-2069
3.0861,6.6024,-2683
3.4261,6.9814,-3002
3.0861,-0.4455,-1249
2.7461,-4.5186,346
2.1961,-8.9814,1400
1.9761,-6.4011,1161
1.7561,-5.3689,760
1.7561,-2.1476,480
1.8661,0.5452,-1296
2.0861,3.0877,-1400
2.1961,2.6393,-1400
1.8661,-2.0871,297
1.6561,-3.5157,614
1.4361,-4.2148,833
1.5461,-0.2511,-742
1.4361,-1.5047,833
1.5461,0.8024,-1058
1.7561,2.3209,-1400
1.9761,3.7369,-1400
2.0861,2.9295,-1400
2.0861,1.1718,-1400
1.9761,-0.9355,-951
1.5461,-4.4694,735
1.0061,-8.6814,1400
0.5761,-9.0813,1400
0.5761,-3.6325,1232
0.6761,-0.1764,-313
0.7861,0.9771,-840
0.8961,1.7951,-1400
1.1061,3.4572,-1400
1.3261,4.1914,-1514
1.3261,1.6766,-1400
1.2161,-0.3770,-430
1.4361,2.6577,-1400
1.7561,5.2370,-1904
1.8661,3.4991,-1400
1.8661,1.3996,-1284
1.8661,0.5598,-1296
1.8661,0.2239,-1296
1.5461,-4.0843,735
1.2161,-5.8465,965
1.1061,-3.3862,1035
1.1061,-1.3545,619
1.2161,0.8625,-829
1.3161,1.6493,-1400
1.4261,2.0640,-1400
1.5461,1.9685,-1400
1.6561,2.1916,-1400
1.5461,-0.5276,-480
1.3361,-2.9502,908
1.1261,-3.8609,1026
1.1261,-1.5444,1026
1.1261,-0.6177,-204
1.0161,-1.6514,1068
0.9061,-2.0953,1120
0.7961,-2.2424,1160
0.7961,-0.8970,115
0.7961,-0.3588,-224
0.7861,-0.2712,-291
0.7861,-0.1085,-444
0.7861,-0.0434,-513
0.7861,-0.0174,-542
0.7861,-0.0069,-554
0.9961,2.6781,-1400
1.2261,4.0712,-1439
1.4461,4.4370,-1634
1.4561,1.9025,-1400
1.4461,0.6657,-987
1.3361,-1.1380,147
1.2261,-1.8900,974
1.1161,-2.1602,1031
1.1161,-0.8641,-56
1.1161,-0.3456,-404
1.1161,-0.1383,-604
1.1261,0.0751,-771
1.1261,0.0301,-771
1.2261,1.2886,-1161
1.3361,1.5631,-1400
1.4361,1.9018,-1400
1.4361,0.7607,-981
1.1061,-3.9085,1035
0.7861,-5.6485,1094
0.4561,-5.4023,1227
0.6761,0.6476,-556
0.8961,3.1286,-1400
1.1061,3.9323,-1400
1.1061,1.5729,-1400
1.1061,0.6292,-758
1.4361,4.4644,-1648
1.3261,0.3510,-905
1.5461,2.9489,-1400
1.4361,0.1319,-981
1.7561,4.1379,-1468
1.7561,1.6552,-1400
1.7561,0.6621,-1212
1.5461,-2.4160,735
1.4361,-2.3707,833
1.0161,-4.9483,1076
0.7961,-4.7878,1160
0.5861,-4.6543,1225
0.7961,0.8191,-696
1.0061,3.0085,-1400
1.3261,4.2510,-1547
1.5461,4.5089,-1657
1.7561,4.5427,-1650
1.7561,1.8171,-1400
1.7561,0.7268,-1212
1.7561,0.2907,-1212
1.7561,0.1163,-1212
1.7561,0.0465,-1212
1.7561,0.0186,-1212
1.7561,0.0074,-1212
1.6561,-0.9494,-379
1.6561,-0.3798,-675
1.6561,-0.1519,-929
1.8661,2.6201,-1400
1.9761,2.4523,-1400
2.0861,2.0285,-1400
1.9761,-0.5928,-1112
1.8661,-1.6719,297
1.7561,-2.0730,480
1.7561,-0.8292,-613
1.7561,-0.3317,-784
1.7561,-0.1327,-1022
1.7461,-0.1835,-949
1.7461,-0.0734,-1096
1.7461,-0.0294,-1160
1.8561,1.0359,-1251
1.9561,1.6909,-1400
1.8561,-0.6280,-839
1.5361,-4.3363,745
1.2161,-5.8196,961
1.1061,-3.3755,1035
1.0961,-1.4778,960
1.0961,-0.5911,-208
1.2161,1.2955,-1168
1.4361,3.3267,-1400
1.6561,3.4259,-1400
1.7561,2.6470,-1400
1.7561,1.0588,-1158
1.6561,-0.8531,-445
1.4361,-2.4365,833
1.2161,-3.7831,980
1.1061,-2.9175,1035
1.1061,-1.1670,211
1.1061,-0.4668,-301
1.1061,-0.1867,-547
1.1061,-0.0747,-668
1.1061,-0.0299,-721
1.1061,-0.0120,-743
1.1161,0.1229,-764
1.1161,0.0492,-764
1.1161,0.0197,-764
1.1161,0.0079,-764
1.1161,0.0031,-764
1.1061,-0.1264,-610
0.9961,-1.4548,914
0.7861,-2.5819,1164
0.5761,-3.7136,1232
0.4761,-2.7898,1262
0.5761,0.1607,-434
